id,customer,order_date,ship_date,product_id,sku,price,quantity,discounted_price,title,description
153,860,05/14/2017,05/25/2017,1000102,148979734999,8.99,1.0,7.83,unfair fact,
153,860,05/14/2017,05/25/2017,1000263,121259905065,12.99,1.0,9.65,puzzled sandra,
153,860,05/14/2017,05/25/2017,1000192,160410725471,24.95,1.0,21.74,left foxglove,
153,860,05/14/2017,05/25/2017,1000128,172916175812,24.95,1.0,22.81,filthy search,
154,829,05/14/2017,05/22/2017,1000025,175211439308,12.99,3.0,11.32,safe constant,
154,829,05/14/2017,05/22/2017,1000233,193519225127,33.99,1.0,25.25,russian great-grandmother,
155,204,05/15/2017,05/27/2017,1000150,186880256583,35.0,3.0,24.5,conceptual cobweb,
156,852,05/15/2017,05/25/2017,1000019,172490376023,33.99,1.0,32.53,tan broker,
156,852,05/15/2017,05/25/2017,1000191,155661081707,35.0,1.0,35.0,unlikely shoe-horn,
157,862,05/15/2017,05/20/2017,1000163,189648453939,19.99,1.0,19.99,violent eyelid,
158,168,05/15/2017,05/18/2017,1000163,189648453939,19.99,1.0,14.85,violent eyelid,
158,168,05/15/2017,05/18/2017,1000055,101591922267,4.5,2.0,4.31,different gallon,
159,580,05/15/2017,05/26/2017,1000109,115153344249,8.99,1.0,8.22,white blade,
160,797,05/15/2017,05/26/2017,1000129,138948775138,8.99,1.0,7.83,extensive ptarmigan,
160,797,05/15/2017,05/26/2017,1000055,101591922267,4.5,1.0,3.15,different gallon,
161,622,05/15/2017,05/28/2017,1000102,148979734999,8.99,1.0,6.29,unfair fact,
161,622,05/15/2017,05/28/2017,1000115,187282230672,35.0,1.0,30.5,exclusive typewriter,
161,622,05/15/2017,05/28/2017,1000150,186880256583,35.0,1.0,35.0,conceptual cobweb,
162,187,05/15/2017,05/18/2017,1000256,167958516470,19.99,1.0,17.42,inadequate faucet,
163,475,05/15/2017,05/21/2017,1000163,189648453939,19.99,1.0,13.99,violent eyelid,
163,475,05/15/2017,05/21/2017,1000066,118675935929,33.99,2.0,28.16,stingy sharon,
163,475,05/15/2017,05/21/2017,1000130,177897644317,24.95,1.0,23.88,careful crack,
163,475,05/15/2017,05/21/2017,1000109,115153344249,8.99,2.0,6.68,white blade,
164,296,05/16/2017,05/18/2017,1000025,175211439308,12.99,3.0,9.09,safe constant,
164,296,05/16/2017,05/18/2017,1000072,101166955093,33.99,2.0,26.71,weird air,
164,296,05/16/2017,05/18/2017,1000048,138479070674,12.99,2.0,12.99,isolated death,
165,205,05/17/2017,05/28/2017,1000155,195722202378,15.0,1.0,12.43,dynamic eyeball,
166,633,05/17/2017,05/24/2017,1000155,195722202378,15.0,1.0,13.71,dynamic eyeball,
166,633,05/17/2017,05/24/2017,1000109,115153344249,8.99,2.0,8.99,white blade,
166,633,05/17/2017,05/24/2017,1000268,184636131970,25.0,1.0,18.57,pleasant rainmaker,
167,874,05/17/2017,05/27/2017,1000185,153336251294,25.0,1.0,22.86,orthodox sunroom,
168,909,05/17/2017,05/21/2017,1000268,184636131970,25.0,1.0,23.93,pleasant rainmaker,
168,909,05/17/2017,05/21/2017,1000192,160410725471,24.95,1.0,18.53,left foxglove,
168,909,05/17/2017,05/21/2017,1000150,186880256583,35.0,3.0,30.5,conceptual cobweb,
169,181,05/17/2017,05/19/2017,1000082,159929577929,15.0,1.0,10.5,reliable nephew,
169,181,05/17/2017,05/19/2017,1000066,118675935929,33.99,1.0,33.99,stingy sharon,
170,169,05/17/2017,05/27/2017,1000238,132304402752,35.0,1.0,27.5,golden clam,
170,169,05/17/2017,05/27/2017,1000163,189648453939,19.99,3.0,19.13,violent eyelid,
171,553,05/17/2017,05/22/2017,1000233,193519225127,33.99,1.0,25.25,russian great-grandmother,
171,553,05/17/2017,05/22/2017,1000148,104553406468,12.99,1.0,10.76,original explanation,
172,433,05/17/2017,05/21/2017,1000082,159929577929,15.0,1.0,10.5,reliable nephew,
173,42,05/17/2017,05/29/2017,1000055,101591922267,4.5,1.0,3.92,different gallon,
173,42,05/17/2017,05/29/2017,1000153,164451986229,4.5,1.0,4.11,unwilling eave,
174,1000,05/17/2017,05/29/2017,1000168,370461789065,10.0,2.0,8.71,planned casserole,A shirt for planned casserole
174,1000,05/17/2017,05/29/2017,1000167,399902164361,7.5,1.0,6.86,dual cactus,a hat for dual cactus
174,1000,05/17/2017,05/29/2017,1000239,356343659039,10.0,1.0,7.0,distinctive poisoning,A shirt for distinctive poisoning
175,88,05/18/2017,05/26/2017,1000082,159929577929,15.0,1.0,10.5,reliable nephew,
175,88,05/18/2017,05/26/2017,1000197,172591859143,4.5,1.0,4.5,gleaming trousers,
175,88,05/18/2017,05/26/2017,1000268,184636131970,25.0,1.0,21.79,pleasant rainmaker,
176,603,05/18/2017,05/30/2017,1000025,175211439308,12.99,1.0,12.43,safe constant,
177,117,05/18/2017,05/24/2017,1000244,185407492438,35.0,2.0,27.5,uncomfortable mechanic,
177,117,05/18/2017,05/24/2017,1000192,160410725471,24.95,2.0,19.6,left foxglove,
178,385,05/18/2017,05/29/2017,1000268,184636131970,25.0,1.0,21.79,pleasant rainmaker,
178,385,05/18/2017,05/29/2017,1000085,101897294018,25.0,2.0,17.5,wonderful footnote,
178,385,05/18/2017,05/29/2017,1000231,143325197317,35.0,1.0,35.0,kind stock-in-trade,
179,145,05/19/2017,05/28/2017,1000185,153336251294,25.0,1.0,20.71,orthodox sunroom,
180,833,05/19/2017,05/23/2017,1000242,488448863791,10.0,4.0,9.14,clever sneakers,Replacement card deck
180,833,05/19/2017,05/23/2017,1000150,381795885667,15.0,1.0,11.14,conceptual cobweb,sunglasses for conceptual cobweb
180,833,05/19/2017,05/23/2017,1000165,489898478523,5.0,1.0,4.14,lucky role,Game Dices for rolls
180,833,05/19/2017,05/23/2017,1000191,476452582019,15.0,1.0,11.79,unlikely shoe-horn,Replacement figurines
181,966,05/19/2017,05/30/2017,1000076,141781173051,15.0,1.0,12.43,potential approval,
181,966,05/19/2017,05/30/2017,1000150,186880256583,35.0,2.0,24.5,conceptual cobweb,
182,846,05/19/2017,05/26/2017,1000109,115153344249,8.99,1.0,7.06,white blade,
182,846,05/19/2017,05/26/2017,1000244,185407492438,35.0,2.0,27.5,uncomfortable mechanic,
183,16,05/19/2017,05/21/2017,1000082,159929577929,15.0,5.0,12.43,reliable nephew,
184,426,05/19/2017,05/24/2017,1000076,141781173051,15.0,1.0,10.5,potential approval,
184,426,05/19/2017,05/24/2017,1000192,160410725471,24.95,1.0,23.88,left foxglove,
185,12,05/20/2017,05/26/2017,1000072,101166955093,33.99,2.0,29.62,weird air,
186,135,05/20/2017,05/27/2017,1000150,186880256583,35.0,1.0,32.0,conceptual cobweb,
187,498,05/20/2017,05/24/2017,1000095,109343951269,4.5,1.0,4.31,harsh yogurt,
188,783,05/20/2017,05/24/2017,1000049,381192634036,15.0,1.0,13.07,elaborate feet,sunglasses for elaborate feet
188,783,05/20/2017,05/24/2017,1000185,400196940732,5.0,1.0,5.0,orthodox sunroom,Game Dices for rolls
189,936,05/20/2017,05/23/2017,1000111,132362551004,10.0,1.0,9.14,alert doubling,
190,821,05/21/2017,05/25/2017,1000238,132304402752,35.0,2.0,27.5,golden clam,
190,821,05/21/2017,05/25/2017,1000268,184636131970,25.0,1.0,19.64,pleasant rainmaker,
191,550,05/21/2017,05/25/2017,1000115,187282230672,35.0,1.0,35.0,exclusive typewriter,
192,419,05/21/2017,06/02/2017,1000191,155661081707,35.0,1.0,24.5,unlikely shoe-horn,
192,419,05/21/2017,06/02/2017,1000258,167784852301,35.0,1.0,35.0,big steamroller,
193,751,05/21/2017,05/29/2017,1000076,141781173051,15.0,1.0,11.79,potential approval,
193,751,05/21/2017,05/29/2017,1000025,175211439308,12.99,1.0,9.09,safe constant,
194,668,05/21/2017,05/26/2017,1000025,175211439308,12.99,1.0,12.99,safe constant,
195,615,05/21/2017,06/01/2017,1000194,372801441675,15.0,1.0,11.14,liable greenhouse,sunglasses for liable greenhouse
195,615,05/21/2017,06/01/2017,1000171,187071644897,35.0,3.0,29.0,olympic jot,
195,615,05/21/2017,06/01/2017,1000032,134937796642,4.5,2.0,4.11,classical golf,
195,615,05/21/2017,06/01/2017,1000258,167784852301,35.0,2.0,35.0,big steamroller,
195,615,05/21/2017,06/01/2017,1000012,167337524450,8.99,2.0,7.83,smart edward,
196,686,05/21/2017,05/24/2017,1000066,118675935929,33.99,3.0,25.25,stingy sharon,
197,27,05/21/2017,05/30/2017,1000258,167784852301,35.0,2.0,26.0,big steamroller,
198,988,05/21/2017,05/29/2017,1000020,141628768843,8.99,1.0,8.99,liberal spinach,
199,558,05/21/2017,05/23/2017,1000258,167784852301,35.0,3.0,32.0,big steamroller,
199,558,05/21/2017,05/23/2017,1000020,141628768843,8.99,1.0,8.99,liberal spinach,
199,558,05/21/2017,05/23/2017,1000129,138948775138,8.99,1.0,7.83,extensive ptarmigan,
200,18,05/21/2017,05/25/2017,1000166,188160550480,4.5,1.0,4.11,dangerous bolero,
200,18,05/21/2017,05/25/2017,1000128,172916175812,24.95,1.0,17.46,filthy search,
201,271,05/21/2017,05/31/2017,1000042,124321090955,12.99,2.0,12.99,mysterious bugle,
201,271,05/21/2017,05/31/2017,1000257,131625732236,4.5,1.0,3.92,metropolitan observation,
202,440,05/21/2017,05/31/2017,1000102,148979734999,8.99,3.0,6.29,unfair fact,
202,440,05/21/2017,05/31/2017,1000256,167958516470,19.99,1.0,19.13,inadequate faucet,
203,265,05/21/2017,06/02/2017,1000106,106455227436,9.99,2.0,9.56,petite nickel,
204,511,05/21/2017,06/01/2017,1000055,101591922267,4.5,1.0,4.31,different gallon,
205,542,05/21/2017,05/25/2017,1000082,159929577929,15.0,1.0,13.71,reliable nephew,
205,542,05/21/2017,05/25/2017,1000111,132362551004,10.0,2.0,7.0,alert doubling,
206,394,05/21/2017,06/01/2017,1000249,298337297722,5.0,1.0,4.79,varied slope Extension 1,
206,394,05/21/2017,06/01/2017,1000150,186880256583,35.0,2.0,29.0,conceptual cobweb,
207,23,05/22/2017,05/26/2017,1000106,106455227436,9.99,1.0,8.28,petite nickel,
208,433,05/22/2017,05/30/2017,1000055,101591922267,4.5,1.0,4.31,different gallon,
209,436,05/22/2017,05/27/2017,1000211,132132079206,15.0,1.0,11.14,prominent brazil,
209,436,05/22/2017,05/27/2017,1000115,187282230672,35.0,3.0,27.5,exclusive typewriter,
210,494,05/22/2017,06/02/2017,1000194,372801441675,15.0,1.0,11.79,liable greenhouse,sunglasses for liable greenhouse
210,494,05/22/2017,06/02/2017,1000192,160410725471,24.95,1.0,19.6,left foxglove,
211,176,05/22/2017,06/02/2017,1000048,138479070674,12.99,1.0,12.99,isolated death,
212,233,05/23/2017,05/29/2017,1000150,186880256583,35.0,3.0,26.0,conceptual cobweb,
213,635,05/23/2017,05/30/2017,1000155,195722202378,15.0,2.0,13.07,dynamic eyeball,
213,635,05/23/2017,05/30/2017,1000238,132304402752,35.0,1.0,30.5,golden clam,
214,722,05/23/2017,06/01/2017,1000171,187071644897,35.0,1.0,35.0,olympic jot,
214,722,05/23/2017,06/01/2017,1000150,186880256583,35.0,1.0,27.5,conceptual cobweb,
215,615,05/23/2017,06/05/2017,1000222,462230125000,5.0,1.0,4.79,turkish lynx,Game Dices for rolls
215,615,05/23/2017,06/05/2017,1000168,370461789065,10.0,4.0,8.71,planned casserole,A shirt for planned casserole
215,615,05/23/2017,06/05/2017,1000153,164451986229,4.5,1.0,3.92,unwilling eave,
216,150,05/24/2017,05/27/2017,1000233,193519225127,33.99,1.0,25.25,russian great-grandmother,
217,250,05/24/2017,06/01/2017,1000066,118675935929,33.99,1.0,25.25,stingy sharon,
217,250,05/24/2017,06/01/2017,1000025,175211439308,12.99,1.0,12.99,safe constant,
217,250,05/24/2017,06/01/2017,1000263,121259905065,12.99,3.0,11.88,puzzled sandra,
217,250,05/24/2017,06/01/2017,1000171,187071644897,35.0,1.0,27.5,olympic jot,
218,14,05/25/2017,06/01/2017,1000052,328636514815,10.0,3.0,7.86,universal rabbi,A shirt for universal rabbi
218,14,05/25/2017,06/01/2017,1000155,195722202378,15.0,1.0,13.07,dynamic eyeball,
219,961,05/25/2017,05/27/2017,1000046,115899657430,25.0,1.0,21.79,exact age,
219,961,05/25/2017,05/27/2017,1000066,118675935929,33.99,4.0,28.16,stingy sharon,
219,961,05/25/2017,05/27/2017,1000192,160410725471,24.95,2.0,22.81,left foxglove,
220,401,05/25/2017,06/07/2017,1000124,261420886008,9.99,1.0,7.42,post-war skywalk Extension 0,
221,689,05/26/2017,06/01/2017,1000256,167958516470,19.99,2.0,15.71,inadequate faucet,
221,689,05/26/2017,06/01/2017,1000150,186880256583,35.0,1.0,32.0,conceptual cobweb,
221,689,05/26/2017,06/01/2017,1000155,195722202378,15.0,2.0,11.14,dynamic eyeball,
221,689,05/26/2017,06/01/2017,1000106,106455227436,9.99,1.0,9.13,petite nickel,
222,807,05/27/2017,06/06/2017,1000171,187071644897,35.0,1.0,27.5,olympic jot,
223,584,05/27/2017,05/30/2017,1000055,101591922267,4.5,1.0,3.54,different gallon,
223,584,05/27/2017,05/30/2017,1000192,160410725471,24.95,1.0,21.74,left foxglove,
223,584,05/27/2017,05/30/2017,1000018,121093345394,15.0,1.0,14.36,wild genetics,
224,407,05/27/2017,06/03/2017,1000153,164451986229,4.5,1.0,3.15,unwilling eave,
225,916,05/27/2017,05/29/2017,1000076,141781173051,15.0,1.0,13.71,potential approval,
225,916,05/27/2017,05/29/2017,1000155,195722202378,15.0,1.0,10.5,dynamic eyeball,
226,410,05/28/2017,05/30/2017,1000192,160410725471,24.95,3.0,21.74,left foxglove,
226,410,05/28/2017,05/30/2017,1000155,195722202378,15.0,1.0,14.36,dynamic eyeball,
227,525,05/28/2017,06/07/2017,1000161,125151848280,9.99,1.0,8.71,correct footrest,
228,406,05/29/2017,06/01/2017,1000066,118675935929,33.99,1.0,33.99,stingy sharon,
229,669,05/29/2017,06/08/2017,1000200,131841112651,35.0,1.0,32.0,gothic cuckoo,
230,925,05/30/2017,06/09/2017,1000163,189648453939,19.99,1.0,14.85,violent eyelid,
231,6,05/30/2017,06/01/2017,1000155,195722202378,15.0,1.0,11.14,dynamic eyeball,
232,806,05/31/2017,06/09/2017,1000102,148979734999,8.99,1.0,6.29,unfair fact,
233,295,05/31/2017,06/02/2017,1000047,101243502533,10.0,1.0,9.14,commercial jail,
234,414,06/01/2017,06/13/2017,1000161,411683814760,15.0,1.0,10.5,correct footrest,Replacement figurines
234,414,06/01/2017,06/13/2017,1000084,402246603621,5.0,1.0,3.5,fatal awareness,Game Dices for rolls
234,414,06/01/2017,06/13/2017,1000249,246226561234,9.99,2.0,7.42,varied slope Extension 0,
234,414,06/01/2017,06/13/2017,1000238,398123801818,7.5,1.0,5.57,golden clam,a hat for golden clam
234,414,06/01/2017,06/13/2017,1000066,118675935929,33.99,1.0,33.99,stingy sharon,
235,686,06/01/2017,06/12/2017,1000238,132304402752,35.0,1.0,24.5,golden clam,
235,686,06/01/2017,06/12/2017,1000055,101591922267,4.5,1.0,4.11,different gallon,
235,686,06/01/2017,06/12/2017,1000005,174806769756,24.95,3.0,22.81,ridiculous black,
236,166,06/02/2017,06/07/2017,1000128,172916175812,24.95,1.0,18.53,filthy search,
236,166,06/02/2017,06/07/2017,1000155,195722202378,15.0,1.0,13.07,dynamic eyeball,
236,166,06/02/2017,06/07/2017,1000150,186880256583,35.0,1.0,30.5,conceptual cobweb,
237,791,06/03/2017,06/07/2017,1000135,447517893204,15.0,1.0,15.0,intensive independent,Replacement figurines
237,791,06/03/2017,06/07/2017,1000013,142256336352,4.5,1.0,3.92,petite jasmine,
238,503,06/03/2017,06/13/2017,1000150,186880256583,35.0,3.0,27.5,conceptual cobweb,
239,930,06/03/2017,06/12/2017,1000048,138479070674,12.99,2.0,9.09,isolated death,
240,79,06/03/2017,06/10/2017,1000049,381192634036,15.0,1.0,11.79,elaborate feet,sunglasses for elaborate feet
241,277,06/03/2017,06/10/2017,1000071,280172506290,5.0,1.0,3.93,real curler Extension 2,
241,277,06/03/2017,06/10/2017,1000095,109343951269,4.5,1.0,3.34,harsh yogurt,
242,304,06/03/2017,06/07/2017,1000155,195722202378,15.0,3.0,11.14,dynamic eyeball,
243,373,06/03/2017,06/06/2017,1000150,186880256583,35.0,1.0,24.5,conceptual cobweb,
243,373,06/03/2017,06/06/2017,1000032,134937796642,4.5,1.0,4.31,classical golf,
244,936,06/03/2017,06/15/2017,1000018,121093345394,15.0,1.0,12.43,wild genetics,
245,231,06/03/2017,06/11/2017,1000167,290157817201,10.0,1.0,10.0,dual cactus Extension 0,
246,583,06/04/2017,06/08/2017,1000166,188160550480,4.5,1.0,3.54,dangerous bolero,
247,969,06/05/2017,06/09/2017,1000192,160410725471,24.95,3.0,17.46,left foxglove,
248,437,06/05/2017,06/14/2017,1000088,258327169744,5.0,2.0,5.0,colonial century Extension 0,
248,437,06/05/2017,06/14/2017,1000105,457488446842,15.0,1.0,11.14,prominent hardening,Replacement figurines
248,437,06/05/2017,06/14/2017,1000141,448234865153,5.0,2.0,4.36,favourite somewhere,Game Dices for rolls
249,857,06/05/2017,06/10/2017,1000082,159929577929,15.0,5.0,12.43,reliable nephew,
249,857,06/05/2017,06/10/2017,1000148,104553406468,12.99,1.0,11.32,original explanation,
249,857,06/05/2017,06/10/2017,1000109,115153344249,8.99,1.0,8.99,white blade,
250,491,06/05/2017,06/12/2017,1000200,131841112651,35.0,1.0,32.0,gothic cuckoo,
251,716,06/05/2017,06/13/2017,1000185,153336251294,25.0,2.0,18.57,orthodox sunroom,
251,716,06/05/2017,06/13/2017,1000200,131841112651,35.0,1.0,26.0,gothic cuckoo,
252,165,06/06/2017,06/18/2017,1000095,109343951269,4.5,3.0,3.54,harsh yogurt,
253,750,06/06/2017,06/10/2017,1000256,167958516470,19.99,1.0,13.99,inadequate faucet,
254,487,06/06/2017,06/10/2017,1000155,195722202378,15.0,1.0,10.5,dynamic eyeball,
254,487,06/06/2017,06/10/2017,1000231,143325197317,35.0,2.0,24.5,kind stock-in-trade,
255,537,06/06/2017,06/11/2017,1000138,466652679259,10.0,2.0,7.43,tiny marketing,Replacement card deck
255,537,06/06/2017,06/11/2017,1000085,101897294018,25.0,1.0,23.93,wonderful footnote,
256,125,06/06/2017,06/10/2017,1000061,182893602000,9.99,1.0,7.42,global son,
256,125,06/06/2017,06/10/2017,1000058,188156753317,9.99,2.0,8.71,excellent indication,
256,125,06/06/2017,06/10/2017,1000150,186880256583,35.0,1.0,30.5,conceptual cobweb,
256,125,06/06/2017,06/10/2017,1000032,134937796642,4.5,2.0,3.73,classical golf,
257,897,06/07/2017,06/09/2017,1000066,118675935929,33.99,2.0,31.08,stingy sharon,
257,897,06/07/2017,06/09/2017,1000025,175211439308,12.99,3.0,11.32,safe constant,
258,310,06/07/2017,06/17/2017,1000233,193519225127,33.99,1.0,25.25,russian great-grandmother,
258,310,06/07/2017,06/17/2017,1000076,141781173051,15.0,1.0,11.79,potential approval,
259,566,06/07/2017,06/20/2017,1000192,160410725471,24.95,4.0,24.95,left foxglove,
259,566,06/07/2017,06/20/2017,1000216,138812386935,19.99,1.0,18.28,soft bike,
259,566,06/07/2017,06/20/2017,1000233,193519225127,33.99,2.0,31.08,russian great-grandmother,
260,88,06/08/2017,06/17/2017,1000155,195722202378,15.0,1.0,13.07,dynamic eyeball,
260,88,06/08/2017,06/17/2017,1000109,115153344249,8.99,1.0,7.45,white blade,
261,226,06/09/2017,06/16/2017,1000190,108764708187,35.0,1.0,29.0,robust deathwatch,
261,226,06/09/2017,06/16/2017,1000238,132304402752,35.0,2.0,32.0,golden clam,
262,757,06/09/2017,06/12/2017,1000032,206938794482,19.99,1.0,17.42,classical golf Extension 2,
262,757,06/09/2017,06/12/2017,1000150,186880256583,35.0,1.0,27.5,conceptual cobweb,
263,336,06/09/2017,06/11/2017,1000128,172916175812,24.95,1.0,18.53,filthy search,
264,882,06/09/2017,06/12/2017,1000268,184636131970,25.0,3.0,25.0,pleasant rainmaker,
265,7,06/09/2017,06/22/2017,1000148,104553406468,12.99,1.0,10.76,original explanation,
266,797,06/09/2017,06/13/2017,1000111,132362551004,10.0,3.0,9.57,alert doubling,
267,546,06/09/2017,06/18/2017,1000171,187071644897,35.0,2.0,30.5,olympic jot,
267,546,06/09/2017,06/18/2017,1000020,141628768843,8.99,2.0,8.22,liberal spinach,
267,546,06/09/2017,06/18/2017,1000155,195722202378,15.0,2.0,14.36,dynamic eyeball,
268,582,06/09/2017,06/19/2017,1000061,182893602000,9.99,1.0,8.71,global son,
268,582,06/09/2017,06/19/2017,1000155,195722202378,15.0,1.0,11.79,dynamic eyeball,
268,582,06/09/2017,06/19/2017,1000128,172916175812,24.95,2.0,23.88,filthy search,
269,605,06/09/2017,06/21/2017,1000148,104553406468,12.99,1.0,9.09,original explanation,
269,605,06/09/2017,06/21/2017,1000013,142256336352,4.5,1.0,4.31,petite jasmine,
270,884,06/10/2017,06/21/2017,1000148,104553406468,12.99,1.0,11.32,original explanation,
271,445,06/10/2017,06/23/2017,1000085,101897294018,25.0,1.0,18.57,wonderful footnote,
272,957,06/10/2017,06/13/2017,1000212,186039156892,25.0,1.0,23.93,delicate forest,
272,957,06/10/2017,06/13/2017,1000192,160410725471,24.95,1.0,18.53,left foxglove,
272,957,06/10/2017,06/13/2017,1000082,159929577929,15.0,1.0,13.71,reliable nephew,
273,226,06/10/2017,06/22/2017,1000150,186880256583,35.0,1.0,30.5,conceptual cobweb,
274,973,06/10/2017,06/13/2017,1000167,260495970276,9.99,3.0,7.85,dual cactus Extension 3,
275,463,06/11/2017,06/16/2017,1000148,104553406468,12.99,2.0,12.43,original explanation,
275,463,06/11/2017,06/16/2017,1000003,144951251826,8.99,3.0,6.68,bitter command,
275,463,06/11/2017,06/16/2017,1000109,115153344249,8.99,1.0,8.6,white blade,
276,608,06/11/2017,06/17/2017,1000263,121259905065,12.99,4.0,12.43,puzzled sandra,
276,608,06/11/2017,06/17/2017,1000200,131841112651,35.0,1.0,35.0,gothic cuckoo,
277,810,06/12/2017,06/24/2017,1000076,141781173051,15.0,2.0,12.43,potential approval,
278,461,06/12/2017,06/23/2017,1000180,486079796909,5.0,1.0,3.5,minor laundry,Game Dices for rolls
278,461,06/12/2017,06/23/2017,1000000,227104558659,19.99,1.0,18.28,revolutionary drizzle Extension 2,
278,461,06/12/2017,06/23/2017,1000082,209092336675,10.0,1.0,9.57,reliable nephew Extension 0,
278,461,06/12/2017,06/23/2017,1000200,286645527124,10.0,3.0,7.0,gothic cuckoo Extension 1,
278,461,06/12/2017,06/23/2017,1000155,195722202378,15.0,1.0,15.0,dynamic eyeball,
278,461,06/12/2017,06/23/2017,1000163,189648453939,19.99,1.0,19.99,violent eyelid,
279,929,06/12/2017,06/14/2017,1000055,101591922267,4.5,1.0,3.54,different gallon,
280,781,06/12/2017,06/19/2017,1000087,426366274201,5.0,1.0,4.57,bitter finisher,Game Dices for rolls
280,781,06/12/2017,06/19/2017,1000150,381795885667,15.0,1.0,10.5,conceptual cobweb,sunglasses for conceptual cobweb
280,781,06/12/2017,06/19/2017,1000000,227104558659,19.99,2.0,19.13,revolutionary drizzle Extension 2,
280,781,06/12/2017,06/19/2017,1000233,193519225127,33.99,2.0,28.16,russian great-grandmother,
281,781,06/13/2017,06/17/2017,1000268,184636131970,25.0,2.0,19.64,pleasant rainmaker,
281,781,06/13/2017,06/17/2017,1000128,172916175812,24.95,1.0,20.67,filthy search,
282,856,06/13/2017,06/17/2017,1000042,124321090955,12.99,2.0,11.88,mysterious bugle,
282,856,06/13/2017,06/17/2017,1000109,115153344249,8.99,2.0,6.68,white blade,
282,856,06/13/2017,06/17/2017,1000233,193519225127,33.99,1.0,31.08,russian great-grandmother,
283,244,06/13/2017,06/16/2017,1000026,448157827016,15.0,1.0,11.14,perfect philippines,Replacement figurines
283,244,06/13/2017,06/16/2017,1000109,442403950907,10.0,5.0,7.43,white blade,Replacement card deck
283,244,06/13/2017,06/16/2017,1000233,193519225127,33.99,2.0,32.53,russian great-grandmother,
283,244,06/13/2017,06/16/2017,1000150,186880256583,35.0,1.0,35.0,conceptual cobweb,
284,30,06/14/2017,06/17/2017,1000246,161793147487,12.99,1.0,10.76,environmental apse,
285,53,06/14/2017,06/23/2017,1000185,400196940732,5.0,1.0,4.14,orthodox sunroom,Game Dices for rolls
285,53,06/14/2017,06/23/2017,1000223,204083701087,10.0,1.0,7.43,available routine Extension 1,
286,178,06/14/2017,06/21/2017,1000150,186880256583,35.0,1.0,27.5,conceptual cobweb,
286,178,06/14/2017,06/21/2017,1000066,118675935929,33.99,1.0,31.08,stingy sharon,
287,181,06/14/2017,06/22/2017,1000079,118229850449,25.0,3.0,25.0,dull chairlift,
287,181,06/14/2017,06/22/2017,1000102,148979734999,8.99,1.0,8.6,unfair fact,
288,42,06/14/2017,06/27/2017,1000168,370461789065,10.0,1.0,8.29,planned casserole,A shirt for planned casserole
289,452,06/14/2017,06/24/2017,1000095,109343951269,4.5,4.0,4.11,harsh yogurt,
289,452,06/14/2017,06/24/2017,1000268,184636131970,25.0,2.0,23.93,pleasant rainmaker,
290,543,06/14/2017,06/22/2017,1000245,225425565744,5.0,2.0,4.57,beautiful pumpkin Extension 2,
290,543,06/14/2017,06/22/2017,1000251,290727939788,5.0,3.0,4.36,divine ottoman Extension 0,
290,543,06/14/2017,06/22/2017,1000192,160410725471,24.95,1.0,18.53,left foxglove,
290,543,06/14/2017,06/22/2017,1000231,143325197317,35.0,3.0,30.5,kind stock-in-trade,
291,385,06/14/2017,06/19/2017,1000244,185407492438,35.0,1.0,35.0,uncomfortable mechanic,
292,573,06/14/2017,06/21/2017,1000109,115153344249,8.99,1.0,7.45,white blade,
293,269,06/14/2017,06/23/2017,1000268,184636131970,25.0,1.0,20.71,pleasant rainmaker,
293,269,06/14/2017,06/23/2017,1000246,161793147487,12.99,1.0,9.65,environmental apse,
294,527,06/14/2017,06/17/2017,1000128,172916175812,24.95,1.0,18.53,filthy search,
294,527,06/14/2017,06/17/2017,1000154,152348612552,25.0,2.0,20.71,premier maestro,
295,876,06/14/2017,06/26/2017,1000088,258327169744,5.0,1.0,3.93,colonial century Extension 0,
295,876,06/14/2017,06/26/2017,1000177,453341470455,15.0,1.0,13.07,mixed semicolon,Replacement figurines
295,876,06/14/2017,06/26/2017,1000244,425815686213,15.0,1.0,12.43,uncomfortable mechanic,Replacement figurines
295,876,06/14/2017,06/26/2017,1000189,487547353327,10.0,1.0,7.43,various laborer,Replacement card deck
295,876,06/14/2017,06/26/2017,1000150,186880256583,35.0,1.0,24.5,conceptual cobweb,
295,876,06/14/2017,06/26/2017,1000029,134298570951,24.95,1.0,19.6,mixed lout,
295,876,06/14/2017,06/26/2017,1000055,101591922267,4.5,1.0,3.34,different gallon,
296,511,06/14/2017,06/18/2017,1000233,193519225127,33.99,2.0,23.79,russian great-grandmother,
296,511,06/14/2017,06/18/2017,1000238,132304402752,35.0,2.0,29.0,golden clam,
297,58,06/14/2017,06/21/2017,1000109,115153344249,8.99,2.0,7.83,white blade,
297,58,06/14/2017,06/21/2017,1000216,138812386935,19.99,1.0,17.42,soft bike,
298,248,06/14/2017,06/25/2017,1000216,436023930700,10.0,1.0,7.43,soft bike,Replacement card deck
298,248,06/14/2017,06/25/2017,1000238,132304402752,35.0,1.0,35.0,golden clam,
299,563,06/14/2017,06/21/2017,1000258,167784852301,35.0,4.0,27.5,big steamroller,
299,563,06/14/2017,06/21/2017,1000155,195722202378,15.0,2.0,10.5,dynamic eyeball,
299,563,06/14/2017,06/21/2017,1000085,101897294018,25.0,8.0,20.71,wonderful footnote,
299,563,06/14/2017,06/21/2017,1000066,118675935929,33.99,2.0,26.71,stingy sharon,
