emp_id,status,job_effective_date,base_salary,bonus
469,Active - Regular Non-Exempt (Full-time),02/14/2015,51465,8214
470,Active - Regular Exempt (Full-time),12/03/2014,56481,4209
471,Active - Regular Exempt (Full-time),04/15/2014,58223,5619
472,Active - Regular Exempt (Full-time),08/10/2015,54238,7066
473,Active - Regular Exempt (Full-time),11/14/2013,53522,1270
474,Active - Regular Non-Exempt (Full-time),03/26/2013,55751,8147
475,Active - Regular Exempt (Part-time),12/01/2013,59081,6274
476,Active - Regular Exempt (Full-time),03/09/2014,54193,1471
477,Active - Regular Non-Exempt (Full-time),05/07/2014,58396,3275
478,Active - Regular Exempt (Part-time),02/08/2014,55919,2463
479,Active - Regular Exempt (Full-time),01/10/2015,56557,1286
480,Inactive,05/31/2013,52782,4548
481,Active - Regular Exempt (Part-time),07/06/2014,58589,5608
482,Active - Regular Exempt (Part-time),08/21/2015,51462,4791
483,Active - Regular Non-Exempt (Part-time),01/09/2014,51506,2908
484,Active - Regular Exempt (Part-time),08/27/2014,59897,4566
485,Active - Regular Non-Exempt (Part-time),07/17/2013,56989,8453
486,Inactive,07/17/2013,59797,3654
487,Active - Regular Non-Exempt (Full-time),01/27/2015,54667,1479
488,Active - Regular Non-Exempt (Part-time),03/04/2013,50821,2901
489,Active - Regular Non-Exempt (Full-time),07/25/2014,57183,4841
490,Inactive,03/18/2015,57212,8809
491,Active - Regular Exempt (Part-time),05/17/2013,51872,2515
492,Active - Regular Exempt (Full-time),09/02/2013,54175,2377
493,Active - Regular Non-Exempt (Part-time),09/17/2015,52333,5500
494,Active - Regular Exempt (Part-time),05/24/2014,53848,1474
495,Active - Regular Non-Exempt (Full-time),03/31/2014,53644,3898
496,Active - Regular Exempt (Part-time),07/09/2014,50495,5512
497,Active - Regular Non-Exempt (Full-time),02/21/2015,58627,6952
498,Active - Regular Non-Exempt (Full-time),11/17/2012,59662,1050
499,Active - Regular Exempt (Part-time),11/04/2014,52408,9117
500,Active - Regular Non-Exempt (Part-time),09/28/2014,59047,5710
501,Active - Regular Exempt (Part-time),11/12/2015,58782,2811
502,Active - Regular Non-Exempt (Full-time),05/20/2013,55854,1032
503,Active - Regular Exempt (Full-time),10/16/2014,56989,9288
504,Active - Regular Non-Exempt (Part-time),11/20/2014,52549,5037
505,Active - Regular Non-Exempt (Part-time),02/24/2014,56720,4357
506,Active - Regular Exempt (Full-time),07/23/2015,51061,4674
507,Active - Regular Exempt (Part-time),12/17/2015,57684,9284
508,Active - Regular Exempt (Part-time),07/07/2015,54658,9176
509,Active - Regular Non-Exempt (Full-time),05/06/2013,51453,2971
510,Active - Regular Non-Exempt (Part-time),03/06/2014,51829,8702
511,Active - Regular Exempt (Part-time),03/30/2015,52694,2233
512,Active - Regular Non-Exempt (Full-time),06/02/2014,55078,9763
513,Active - Regular Exempt (Part-time),04/03/2015,58490,4316
514,Active - Regular Non-Exempt (Part-time),10/16/2013,51417,8925
515,Active - Regular Exempt (Full-time),10/01/2014,54457,4706
516,Active - Regular Exempt (Full-time),06/16/2015,59364,2045
517,Active - Regular Exempt (Part-time),10/11/2015,59314,2289
518,Active - Regular Non-Exempt (Full-time),02/12/2014,57229,1395
519,Inactive,12/22/2014,55229,3291
520,Active - Regular Non-Exempt (Part-time),04/10/2015,53171,6103
521,Active - Regular Exempt (Part-time),09/28/2015,57865,1810
522,Active - Regular Exempt (Part-time),07/14/2013,59165,7729
523,Active - Regular Non-Exempt (Part-time),07/12/2013,56129,9653
524,Active - Regular Non-Exempt (Full-time),01/10/2014,55265,9481
525,Active - Regular Exempt (Part-time),06/12/2014,53106,7372
526,Inactive,02/08/2013,55371,6387
527,Active - Regular Non-Exempt (Part-time),06/27/2014,52741,6332
528,Active - Regular Non-Exempt (Full-time),09/03/2015,55321,8425
529,Active - Regular Non-Exempt (Full-time),12/02/2014,56607,3014
530,Active - Regular Exempt (Part-time),11/08/2014,56694,7870
531,Active - Regular Exempt (Part-time),07/10/2014,54035,5946
532,Active - Regular Exempt (Full-time),05/31/2014,52544,5996
533,Inactive,11/16/2013,52561,6813
534,Active - Regular Exempt (Part-time),06/05/2015,52082,3972
535,Active - Regular Exempt (Full-time),09/06/2014,56306,4744
536,Inactive,07/07/2013,59721,3482
537,Active - Regular Exempt (Part-time),12/11/2012,58454,1127
538,Active - Regular Exempt (Part-time),02/09/2013,50308,8036
539,Active - Regular Non-Exempt (Part-time),12/23/2012,57400,4756
540,Active - Regular Non-Exempt (Part-time),01/17/2014,50486,5061
541,Inactive,05/18/2015,53254,7389
542,Inactive,09/03/2015,58950,9828
543,Active - Regular Non-Exempt (Part-time),07/15/2015,57489,3841
544,Active - Regular Non-Exempt (Part-time),12/10/2014,54973,6448
545,Active - Regular Exempt (Full-time),01/11/2015,54305,9677
546,Active - Regular Exempt (Part-time),12/06/2014,54161,3299
547,Active - Regular Non-Exempt (Full-time),04/11/2013,53424,4249
548,Inactive,06/29/2013,54627,2810
549,Inactive,05/21/2014,56973,7069
550,Active - Regular Exempt (Part-time),12/01/2014,59804,8402
551,Active - Regular Non-Exempt (Part-time),09/11/2014,51479,7455
552,Active - Regular Exempt (Part-time),06/12/2014,55675,6953
553,Active - Regular Exempt (Part-time),11/02/2013,51097,8150
554,Inactive,09/19/2013,57580,6834
555,Inactive,03/21/2013,51502,6279
556,Inactive,08/03/2013,54372,8063
557,Active - Regular Non-Exempt (Part-time),06/27/2014,53132,6569
558,Inactive,03/21/2015,55114,8205
559,Active - Regular Non-Exempt (Part-time),10/05/2013,52986,1238
560,Active - Regular Non-Exempt (Full-time),09/05/2014,59862,8356
561,Active - Regular Non-Exempt (Full-time),08/05/2014,51896,2554
562,Active - Regular Exempt (Full-time),06/01/2015,52652,7242
563,Active - Regular Exempt (Part-time),05/12/2014,56146,2794
564,Active - Regular Non-Exempt (Part-time),11/18/2015,55263,4297
565,Active - Regular Exempt (Part-time),03/08/2015,52153,4356
566,Inactive,01/09/2015,52955,2285
567,Active - Regular Non-Exempt (Part-time),10/20/2015,57277,7101
568,Inactive,01/29/2014,50675,9243
569,Active - Regular Exempt (Part-time),11/09/2015,51781,9730
570,Active - Regular Non-Exempt (Full-time),09/19/2014,57359,1504
571,Inactive,03/13/2014,52885,1621
572,Active - Regular Exempt (Part-time),10/11/2015,55003,9417
573,Active - Regular Exempt (Part-time),09/02/2014,55075,6830
574,Active - Regular Exempt (Full-time),11/15/2015,58206,2881
575,Active - Regular Exempt (Full-time),11/23/2014,50752,6274
576,Active - Regular Non-Exempt (Full-time),02/02/2015,53895,7557
577,Inactive,01/07/2014,51395,5699
578,Active - Regular Non-Exempt (Part-time),05/23/2014,54773,4050
579,Inactive,08/22/2013,50361,6872
580,Active - Regular Exempt (Full-time),03/13/2013,53969,1693
581,Inactive,08/06/2015,51773,5956
582,Active - Regular Non-Exempt (Part-time),05/04/2013,52456,8277
583,Inactive,05/23/2013,50648,5127
584,Active - Regular Exempt (Part-time),12/04/2015,51893,1999
585,Active - Regular Non-Exempt (Part-time),10/15/2014,52236,4262
586,Active - Regular Exempt (Part-time),04/11/2013,50337,7525
587,Active - Regular Non-Exempt (Full-time),12/15/2014,57031,9362
588,Active - Regular Non-Exempt (Part-time),03/24/2014,57296,1151
589,Active - Regular Exempt (Part-time),05/17/2014,53427,4234
590,Active - Regular Non-Exempt (Full-time),04/22/2014,58527,1033
591,Active - Regular Exempt (Part-time),07/13/2015,55602,9042
592,Active - Regular Non-Exempt (Full-time),08/26/2015,59296,1233
593,Active - Regular Non-Exempt (Part-time),02/28/2013,59482,2016
594,Active - Regular Exempt (Part-time),02/27/2013,58476,3186
595,Active - Regular Non-Exempt (Full-time),03/27/2015,50816,1994
596,Active - Regular Non-Exempt (Part-time),02/14/2013,55069,3354
597,Inactive,04/22/2013,59909,5123
598,Inactive,09/16/2014,51277,6750
599,Inactive,11/18/2015,57248,4868
600,Active - Regular Exempt (Full-time),03/14/2014,56302,5921
601,Active - Regular Exempt (Full-time),07/22/2015,52558,7831
602,Inactive,09/06/2015,56391,8409
603,Active - Regular Exempt (Part-time),04/26/2015,51908,7412
604,Active - Regular Non-Exempt (Full-time),03/17/2014,58766,4301
605,Active - Regular Exempt (Part-time),06/15/2013,56225,1864
606,Inactive,05/07/2015,51663,4146
607,Active - Regular Non-Exempt (Full-time),11/25/2015,54445,1401
608,Inactive,04/08/2013,58706,2541
609,Active - Regular Exempt (Part-time),10/26/2015,55544,6870
610,Active - Regular Non-Exempt (Full-time),06/10/2013,50462,7634
611,Inactive,02/03/2015,59402,7997
612,Inactive,04/29/2015,51253,3955
613,Active - Regular Non-Exempt (Part-time),10/24/2014,56292,9927
614,Active - Regular Exempt (Part-time),09/25/2015,56304,6722
615,Inactive,07/15/2014,59579,5350
616,Active - Regular Exempt (Full-time),08/12/2014,50287,3319
617,Inactive,03/01/2013,56947,8640
618,Active - Regular Exempt (Full-time),10/07/2015,58177,8146
619,Active - Regular Exempt (Full-time),05/18/2015,54424,7628
620,Active - Regular Non-Exempt (Full-time),12/19/2015,55494,8141
621,Active - Regular Non-Exempt (Full-time),12/25/2014,58356,4716
622,Active - Regular Exempt (Full-time),02/10/2014,53046,9267
623,Inactive,03/25/2014,55120,3262
624,Active - Regular Non-Exempt (Part-time),03/21/2015,57047,8587
625,Inactive,12/03/2012,58829,4376
626,Active - Regular Exempt (Full-time),10/03/2015,54191,4284
627,Active - Regular Exempt (Part-time),12/23/2015,59142,7176
628,Inactive,03/23/2013,52450,1385
629,Active - Regular Exempt (Full-time),08/09/2014,53184,5622
630,Active - Regular Exempt (Part-time),07/26/2014,55484,7428
631,Active - Regular Non-Exempt (Part-time),03/21/2014,58250,8011
632,Active - Regular Exempt (Full-time),10/28/2014,59303,9682
633,Active - Regular Exempt (Full-time),03/14/2013,57915,7539
634,Active - Regular Non-Exempt (Part-time),07/30/2014,58242,9584
635,Active - Regular Exempt (Full-time),11/13/2013,51948,4268
636,Active - Regular Exempt (Part-time),05/22/2014,50556,7161
637,Active - Regular Exempt (Full-time),10/25/2015,59961,4951
638,Active - Regular Exempt (Full-time),11/26/2015,57975,2926
639,Inactive,01/27/2015,50615,6921
640,Inactive,12/30/2013,59269,3383
641,Active - Regular Exempt (Part-time),06/30/2014,59369,3922
642,Active - Regular Exempt (Full-time),09/28/2013,56753,3413
643,Active - Regular Non-Exempt (Part-time),01/27/2014,50087,3952
644,Active - Regular Exempt (Full-time),06/19/2013,57518,4202
645,Inactive,02/04/2015,54653,7281
646,Inactive,03/02/2014,54944,6054
647,Active - Regular Exempt (Part-time),12/21/2014,52738,4597
648,Active - Regular Non-Exempt (Part-time),09/01/2013,52505,3106
649,Active - Regular Exempt (Part-time),06/27/2015,53754,4705
650,Active - Regular Non-Exempt (Part-time),08/02/2015,53724,2334
651,Active - Regular Exempt (Part-time),04/19/2014,51032,5878
652,Inactive,08/25/2013,52964,9739
653,Active - Regular Exempt (Full-time),05/08/2013,59269,5830
654,Active - Regular Exempt (Full-time),12/12/2013,54149,9137
655,Active - Regular Exempt (Part-time),04/01/2015,50309,7335
656,Inactive,10/06/2015,56747,2689
657,Active - Regular Non-Exempt (Full-time),12/25/2013,56675,4103
658,Inactive,11/09/2013,52113,6340
659,Active - Regular Non-Exempt (Full-time),12/04/2014,56312,2212
660,Active - Regular Exempt (Part-time),08/14/2015,55727,5611
661,Inactive,06/11/2015,51647,5925
662,Inactive,11/22/2015,51868,9760
663,Inactive,02/09/2015,53800,8023
664,Inactive,12/20/2012,51628,7364
665,Active - Regular Non-Exempt (Part-time),03/13/2013,54398,3565
666,Active - Regular Non-Exempt (Full-time),08/11/2013,51424,7645
667,Active - Regular Exempt (Part-time),06/03/2015,57691,3694
668,Active - Regular Non-Exempt (Full-time),04/03/2013,52417,1157
669,Active - Regular Exempt (Part-time),10/28/2015,58640,4135
670,Active - Regular Exempt (Full-time),09/22/2015,56145,3207
671,Active - Regular Non-Exempt (Part-time),12/11/2013,51366,3915
672,Active - Regular Exempt (Part-time),05/15/2015,51086,2286
673,Active - Regular Exempt (Part-time),05/30/2015,58665,8354
674,Inactive,03/22/2013,56958,8132
675,Inactive,09/15/2015,53560,3933
676,Active - Regular Exempt (Part-time),01/07/2015,50060,9607
677,Active - Regular Exempt (Part-time),11/28/2012,58853,2763
678,Active - Regular Non-Exempt (Part-time),01/18/2015,57933,8069
679,Active - Regular Exempt (Part-time),12/25/2012,59297,5131
680,Active - Regular Exempt (Full-time),11/16/2015,55550,4684
681,Inactive,04/15/2014,56661,1835
682,Inactive,11/09/2013,55185,6861
683,Active - Regular Non-Exempt (Part-time),09/01/2014,56762,3421
684,Active - Regular Non-Exempt (Full-time),10/26/2015,57000,4212
685,Active - Regular Exempt (Part-time),05/10/2013,51810,9843
686,Active - Regular Non-Exempt (Full-time),06/08/2015,54113,1209
687,Active - Regular Non-Exempt (Full-time),12/25/2015,54444,5430
688,Active - Regular Non-Exempt (Part-time),11/02/2015,59241,9150
689,Active - Regular Non-Exempt (Full-time),11/09/2014,57539,9838
690,Active - Regular Exempt (Part-time),09/05/2014,59329,2496
691,Inactive,01/23/2015,54857,9798
692,Active - Regular Exempt (Full-time),02/04/2014,57046,5035
693,Active - Regular Exempt (Full-time),05/01/2015,56063,8774
694,Active - Regular Exempt (Full-time),03/28/2015,51993,1515
695,Active - Regular Non-Exempt (Full-time),07/28/2013,59581,2270
696,Active - Regular Exempt (Part-time),09/23/2013,59866,8874
697,Active - Regular Exempt (Full-time),02/27/2015,57805,8714
698,Active - Regular Non-Exempt (Part-time),11/14/2013,53349,3560
699,Active - Regular Non-Exempt (Part-time),01/12/2015,54685,2464
700,Active - Regular Non-Exempt (Full-time),06/17/2014,56259,9992
701,Active - Regular Exempt (Full-time),10/09/2013,58519,6323
702,Active - Regular Exempt (Full-time),03/20/2013,51744,6931
703,Active - Regular Exempt (Full-time),07/03/2013,56469,6886
704,Active - Regular Exempt (Full-time),08/30/2014,59971,5244
705,Active - Regular Non-Exempt (Part-time),12/16/2014,57465,9938
706,Active - Regular Exempt (Full-time),03/01/2013,56436,7862
707,Active - Regular Non-Exempt (Part-time),05/15/2013,59447,2668
708,Active - Regular Exempt (Full-time),12/02/2013,50173,1059
709,Active - Regular Non-Exempt (Part-time),04/13/2013,56926,1772
710,Active - Regular Non-Exempt (Full-time),11/04/2013,59002,5426
711,Active - Regular Non-Exempt (Full-time),04/24/2015,54646,4958
712,Active - Regular Exempt (Full-time),05/31/2014,56711,1316
713,Active - Regular Non-Exempt (Full-time),05/07/2014,52565,6838
714,Active - Regular Non-Exempt (Part-time),04/04/2013,58879,7385
715,Active - Regular Exempt (Part-time),08/26/2013,59381,1424
716,Active - Regular Exempt (Full-time),04/09/2015,52055,2671
717,Active - Regular Non-Exempt (Full-time),11/09/2013,52282,1496
718,Active - Regular Exempt (Full-time),06/10/2013,58661,5466
719,Active - Regular Exempt (Part-time),04/05/2015,52342,4455
720,Inactive,07/16/2014,58309,8628
721,Inactive,04/22/2015,53289,5323
722,Active - Regular Non-Exempt (Part-time),01/26/2015,58299,4245
723,Active - Regular Non-Exempt (Part-time),06/21/2015,52742,4199
724,Active - Regular Exempt (Part-time),07/27/2014,54236,6701
725,Inactive,04/11/2015,55629,4105
726,Active - Regular Non-Exempt (Full-time),06/05/2013,57245,9230
727,Active - Regular Non-Exempt (Part-time),05/06/2013,54064,6717
728,Inactive,09/24/2014,50805,1556
729,Active - Regular Non-Exempt (Full-time),06/17/2014,50452,3416
730,Inactive,08/18/2014,56745,3180
731,Inactive,08/20/2013,51838,9551
732,Active - Regular Exempt (Full-time),03/16/2014,50499,6588
733,Active - Regular Non-Exempt (Part-time),02/24/2015,53248,8406
734,Active - Regular Exempt (Full-time),10/15/2013,56825,8978
735,Active - Regular Non-Exempt (Full-time),03/03/2014,52213,2085
736,Active - Regular Exempt (Full-time),08/16/2013,59868,8567
737,Active - Regular Exempt (Full-time),10/09/2013,57333,3770
738,Active - Regular Non-Exempt (Full-time),01/05/2014,50387,9853
739,Active - Regular Exempt (Full-time),05/04/2014,57158,7203
740,Active - Regular Non-Exempt (Part-time),01/31/2015,53601,6261
741,Inactive,09/22/2014,56679,5833
742,Inactive,03/09/2013,52454,9548
743,Active - Regular Non-Exempt (Full-time),08/05/2014,55229,8752
744,Active - Regular Exempt (Part-time),01/25/2014,50562,7477
745,Inactive,08/27/2013,55792,7854
746,Active - Regular Non-Exempt (Part-time),12/30/2013,58009,9776
747,Active - Regular Exempt (Full-time),09/08/2014,56431,9755
748,Active - Regular Exempt (Full-time),12/26/2014,56529,6149
749,Active - Regular Exempt (Full-time),07/14/2015,52360,7599
750,Active - Regular Exempt (Full-time),07/24/2015,50922,6385
751,Inactive,02/22/2015,58897,8360
752,Active - Regular Exempt (Full-time),12/16/2013,57780,3879
753,Active - Regular Non-Exempt (Full-time),04/24/2013,52924,1432
754,Active - Regular Exempt (Full-time),04/14/2014,57378,1431
755,Inactive,08/10/2015,51225,6534
756,Active - Regular Exempt (Full-time),11/24/2013,50353,5561
757,Active - Regular Non-Exempt (Full-time),11/23/2014,51829,1976
758,Active - Regular Exempt (Full-time),09/24/2013,57806,9777
759,Active - Regular Non-Exempt (Full-time),04/04/2014,55448,4453
760,Active - Regular Exempt (Part-time),03/03/2013,59318,4660
761,Active - Regular Non-Exempt (Full-time),11/22/2015,53502,4094
762,Inactive,03/17/2013,58286,6659
763,Active - Regular Non-Exempt (Part-time),06/29/2014,59763,1243
764,Active - Regular Non-Exempt (Full-time),07/31/2013,53230,7706
765,Active - Regular Exempt (Part-time),12/05/2012,55613,5381
766,Active - Regular Non-Exempt (Part-time),04/03/2014,51794,7039
767,Active - Regular Non-Exempt (Part-time),11/05/2015,51135,5250
768,Active - Regular Exempt (Part-time),09/25/2014,55764,7538
769,Active - Regular Exempt (Full-time),10/17/2013,54948,6813
770,Active - Regular Exempt (Full-time),10/22/2014,52418,8790
771,Active - Regular Exempt (Full-time),07/13/2013,52501,5934
772,Active - Regular Non-Exempt (Part-time),04/16/2013,56640,6646
773,Active - Regular Exempt (Part-time),05/29/2015,59994,4537
774,Active - Regular Non-Exempt (Full-time),05/03/2013,57450,2833
775,Active - Regular Exempt (Full-time),03/08/2014,53051,5832
776,Active - Regular Exempt (Part-time),07/16/2015,53487,7265
777,Active - Regular Non-Exempt (Part-time),05/04/2015,55212,3554
778,Active - Regular Exempt (Full-time),07/13/2015,50121,1210
779,Active - Regular Non-Exempt (Full-time),12/18/2013,58972,8169
780,Inactive,03/16/2013,56536,4997
781,Active - Regular Non-Exempt (Full-time),12/20/2013,50872,6641
782,Active - Regular Exempt (Full-time),07/03/2013,51291,2129
783,Inactive,05/09/2015,59343,9056
784,Active - Regular Non-Exempt (Full-time),08/13/2015,59189,4260
785,Active - Regular Non-Exempt (Full-time),10/01/2015,58852,5492
786,Active - Regular Non-Exempt (Full-time),05/23/2013,51685,4423
787,Active - Regular Exempt (Full-time),07/03/2015,51012,2669
788,Active - Regular Exempt (Part-time),06/02/2015,56957,3576
789,Active - Regular Exempt (Part-time),11/30/2012,59858,7466
790,Inactive,08/16/2015,52092,9493
791,Active - Regular Exempt (Full-time),09/24/2013,52460,9126
792,Active - Regular Exempt (Full-time),08/14/2013,55703,3797
793,Inactive,03/13/2014,57748,7664
794,Active - Regular Exempt (Part-time),06/27/2015,55675,3555
795,Active - Regular Non-Exempt (Part-time),10/27/2013,56456,3000
796,Inactive,10/01/2014,50410,9690
797,Active - Regular Non-Exempt (Part-time),08/14/2015,55627,8048
798,Inactive,12/03/2014,58805,6754
799,Inactive,10/21/2013,50266,8858
800,Active - Regular Exempt (Part-time),12/31/2014,51493,5026
801,Active - Regular Non-Exempt (Full-time),07/03/2013,53823,9192
802,Active - Regular Non-Exempt (Part-time),07/28/2013,58082,2884
803,Active - Regular Exempt (Full-time),04/26/2015,59877,9566
804,Active - Regular Exempt (Full-time),11/19/2013,56373,8547
805,Active - Regular Exempt (Full-time),11/19/2015,58097,3104
806,Active - Regular Non-Exempt (Full-time),02/08/2013,58245,4906
807,Active - Regular Non-Exempt (Part-time),11/09/2015,57467,9087
808,Inactive,05/25/2013,57011,6996
809,Active - Regular Non-Exempt (Part-time),03/31/2014,50660,5840
810,Active - Regular Non-Exempt (Part-time),03/12/2014,55655,9224
811,Active - Regular Non-Exempt (Part-time),02/08/2014,52351,8719
812,Active - Regular Non-Exempt (Part-time),01/11/2015,51106,1140
813,Inactive,12/09/2015,58710,6107
814,Active - Regular Exempt (Part-time),06/22/2014,53184,3634
815,Active - Regular Non-Exempt (Part-time),08/04/2015,56076,2092
816,Active - Regular Non-Exempt (Full-time),12/16/2014,53843,4029
817,Active - Regular Non-Exempt (Full-time),10/06/2015,52471,9350
818,Active - Regular Exempt (Part-time),12/28/2014,57491,9962
819,Inactive,07/27/2013,52528,8795
820,Active - Regular Non-Exempt (Full-time),08/19/2015,50450,8987
821,Active - Regular Non-Exempt (Full-time),12/20/2015,53146,7619
822,Active - Regular Exempt (Full-time),10/24/2014,57224,7070
823,Active - Regular Non-Exempt (Full-time),02/13/2015,55256,4497
824,Active - Regular Non-Exempt (Full-time),06/10/2014,52163,9318
825,Active - Regular Exempt (Part-time),03/30/2014,51584,5019
826,Active - Regular Non-Exempt (Full-time),09/13/2015,57158,7635
827,Active - Regular Exempt (Part-time),02/22/2013,59019,6170
828,Active - Regular Non-Exempt (Part-time),08/20/2013,57130,1830
829,Active - Regular Non-Exempt (Full-time),01/17/2013,53448,7867
830,Active - Regular Exempt (Full-time),03/10/2014,56605,1794
831,Active - Regular Exempt (Part-time),11/14/2014,56655,5575
832,Active - Regular Exempt (Part-time),07/10/2013,51735,8088
833,Active - Regular Exempt (Part-time),10/03/2015,55934,8247
834,Active - Regular Exempt (Part-time),07/01/2015,52742,2382
835,Inactive,09/13/2014,54309,1772
836,Active - Regular Non-Exempt (Part-time),02/22/2014,59894,1445
837,Active - Regular Non-Exempt (Full-time),07/15/2015,54296,6579
838,Active - Regular Exempt (Part-time),04/14/2013,54369,9773
839,Inactive,12/06/2013,52520,7144
840,Active - Regular Non-Exempt (Full-time),11/27/2013,50003,8706
841,Active - Regular Exempt (Full-time),06/22/2014,50189,7556
842,Active - Regular Non-Exempt (Part-time),06/03/2013,53546,8919
843,Active - Regular Exempt (Full-time),12/03/2012,52921,1136
844,Active - Regular Exempt (Part-time),07/08/2013,58298,9678
845,Active - Regular Non-Exempt (Part-time),12/10/2012,53364,6570
846,Active - Regular Non-Exempt (Full-time),09/28/2013,51883,6289
847,Active - Regular Non-Exempt (Part-time),10/15/2014,55781,5111
848,Active - Regular Non-Exempt (Full-time),12/27/2013,55565,5437
849,Inactive,12/09/2013,58776,1934
850,Active - Regular Non-Exempt (Full-time),03/07/2013,54284,6292
851,Active - Regular Exempt (Full-time),12/29/2013,54219,5846
852,Active - Regular Non-Exempt (Full-time),11/20/2015,56403,8385
853,Active - Regular Exempt (Full-time),09/20/2014,53607,5917
854,Active - Regular Exempt (Full-time),01/17/2014,55943,5587
855,Active - Regular Exempt (Full-time),08/21/2013,54388,3469
856,Active - Regular Exempt (Full-time),08/08/2014,56863,7808
857,Active - Regular Non-Exempt (Full-time),06/21/2014,55900,3280
858,Active - Regular Exempt (Part-time),06/20/2014,50636,5510
859,Active - Regular Exempt (Full-time),07/28/2013,52762,2036
860,Inactive,10/24/2014,56742,8790
861,Active - Regular Exempt (Full-time),12/01/2012,59467,7696
862,Active - Regular Non-Exempt (Full-time),06/04/2013,54022,4062
863,Active - Regular Non-Exempt (Full-time),08/25/2013,59072,1713
864,Active - Regular Non-Exempt (Full-time),08/10/2015,57043,5149
865,Active - Regular Exempt (Part-time),12/04/2014,56680,1054
866,Active - Regular Exempt (Part-time),04/11/2013,52092,1015
867,Active - Regular Non-Exempt (Full-time),02/13/2013,50972,1436
868,Active - Regular Non-Exempt (Part-time),11/13/2015,50970,9528
869,Active - Regular Exempt (Full-time),07/16/2015,59822,1504
870,Active - Regular Non-Exempt (Part-time),11/26/2013,58277,9979
871,Active - Regular Exempt (Part-time),05/12/2013,57709,9485
872,Active - Regular Non-Exempt (Full-time),11/20/2014,52242,7104
873,Active - Regular Non-Exempt (Full-time),11/18/2015,50772,5658
874,Active - Regular Non-Exempt (Full-time),12/22/2013,58005,4457
875,Inactive,02/06/2014,52922,1497
876,Active - Regular Exempt (Full-time),04/29/2015,57605,4645
877,Active - Regular Exempt (Part-time),09/25/2014,56804,9619
878,Active - Regular Exempt (Part-time),08/17/2013,50518,2881
879,Inactive,09/16/2013,59487,8366
880,Active - Regular Non-Exempt (Full-time),05/29/2013,57913,5864
881,Inactive,02/02/2015,55270,2074
882,Inactive,01/21/2013,58827,2017
883,Active - Regular Exempt (Part-time),07/28/2015,52344,6645
884,Active - Regular Non-Exempt (Part-time),06/06/2014,50025,7569
885,Active - Regular Non-Exempt (Part-time),04/21/2013,54654,9520
886,Active - Regular Exempt (Full-time),04/18/2013,50140,9897
887,Active - Regular Exempt (Part-time),08/28/2015,58386,8749
888,Active - Regular Non-Exempt (Full-time),01/23/2013,50982,7880
889,Active - Regular Exempt (Full-time),06/21/2014,53428,7386
890,Active - Regular Non-Exempt (Full-time),10/13/2014,59383,8800
891,Active - Regular Exempt (Full-time),01/09/2013,58539,3164
892,Active - Regular Exempt (Part-time),02/22/2013,52496,4282
893,Active - Regular Exempt (Full-time),09/11/2013,52210,8939
894,Active - Regular Exempt (Part-time),02/18/2014,55236,2967
895,Active - Regular Non-Exempt (Part-time),11/08/2014,50433,2718
896,Active - Regular Non-Exempt (Part-time),11/19/2013,54553,3750
897,Inactive,11/13/2013,59318,6760
898,Inactive,02/19/2015,56737,4049
899,Active - Regular Exempt (Part-time),01/04/2013,59354,6997
900,Inactive,06/05/2013,57897,9236
901,Active - Regular Exempt (Full-time),12/03/2014,59832,4487
902,Active - Regular Exempt (Full-time),08/03/2015,52213,7671
903,Active - Regular Non-Exempt (Full-time),10/03/2014,54511,2778
904,Inactive,04/04/2015,52526,1555
905,Inactive,11/22/2013,56439,4382
906,Active - Regular Exempt (Part-time),12/02/2014,50557,4823
907,Active - Regular Exempt (Full-time),08/27/2014,50801,9131
908,Inactive,06/22/2014,52497,4835
909,Active - Regular Exempt (Full-time),08/18/2014,53430,6911
910,Inactive,10/15/2013,55591,2192
911,Active - Regular Exempt (Part-time),01/23/2014,54740,5034
912,Active - Regular Exempt (Full-time),08/09/2015,52286,1811
913,Active - Regular Exempt (Part-time),10/18/2015,51587,2887
914,Active - Regular Non-Exempt (Full-time),01/14/2014,52816,9513
915,Inactive,11/17/2015,57772,1794
916,Inactive,08/02/2013,58707,6807
917,Inactive,10/19/2015,55947,6550
918,Inactive,05/09/2013,53770,1104
919,Active - Regular Exempt (Full-time),01/04/2013,55943,7685
920,Active - Regular Exempt (Full-time),09/17/2014,56176,9831
921,Active - Regular Non-Exempt (Full-time),10/29/2014,53803,7499
922,Active - Regular Non-Exempt (Part-time),06/22/2015,59385,4917
923,Active - Regular Non-Exempt (Part-time),09/06/2014,56677,6273
924,Active - Regular Exempt (Full-time),10/09/2014,51950,1843
925,Active - Regular Exempt (Part-time),02/05/2013,51136,1482
926,Active - Regular Non-Exempt (Full-time),10/05/2015,59176,5405
927,Active - Regular Exempt (Full-time),02/28/2015,58896,8437
928,Active - Regular Exempt (Part-time),03/25/2014,52262,3872
929,Active - Regular Exempt (Part-time),11/10/2015,54460,5030
930,Active - Regular Non-Exempt (Full-time),10/09/2014,54212,9091
931,Active - Regular Non-Exempt (Part-time),04/16/2013,58028,1988
932,Active - Regular Non-Exempt (Full-time),09/24/2013,55498,7653
933,Active - Regular Exempt (Part-time),09/29/2013,58695,5458
934,Active - Regular Non-Exempt (Full-time),08/26/2015,59059,8464
935,Inactive,06/09/2013,54019,1098
