Area_Id,Area_Name,County,State,State_Id,Country,ZipCode,population
2952,Tallahassee,Leon,Florida,FL,United States,32309,33359
2953,Murrells Inlet,Horry,South Carolina,SC,United States,29576,33347
2954,Oklahoma City,Oklahoma,Oklahoma,OK,United States,73159,33345
2955,Wilmington,New Hanover,North Carolina,NC,United States,28405,33344
2956,Monterey Park,Los Angeles,California,CA,United States,91754,33343
2957,Manchester Township,Ocean,New Jersey,NJ,United States,08759,33318
2958,West Covina,Los Angeles,California,CA,United States,91791,33314
2959,Houston,Harris,Texas,TX,United States,11735,33299
2960,Farmingdale,Suffolk,New York,NY,United States,77096,33299
2961,Sherwood,Pulaski,Arkansas,AR,United States,72120,33296
2962,Sterling,Loudoun,Virginia,VA,United States,20165,33290
2963,Arlington,Tarrant,Texas,TX,United States,76014,33289
2964,Sacramento,Sacramento,California,CA,United States,95842,33287
2965,San Francisco,San Francisco,California,CA,United States,94102,33264
2966,Austin,Travis,Texas,TX,United States,78705,33262
2967,Harrisburg,Dauphin,Pennsylvania,PA,United States,17111,33261
2968,Portland,Clackamas,Oregon,OR,United States,97267,33250
2969,Springfield,Sangamon,Illinois,IL,United States,62702,33243
2970,Grand Rapids,Kent,Michigan,MI,United States,49505,33239
2971,Ballston Spa,Saratoga,New York,NY,United States,12020,33235
2972,Brooklyn,Anne Arundel,Maryland,MD,United States,21225,33227
2973,Miami,Miami-Dade,Florida,FL,United States,33156,33223
2974,Fayetteville,Washington,Arkansas,AR,United States,72703,33223
2975,Seattle,King,Washington,WA,United States,98168,33217
2976,Langhorne,Bucks,Pennsylvania,PA,United States,19047,33199
2977,Sapulpa,Creek,Oklahoma,OK,United States,74066,33179
2978,Seattle,King,Washington,WA,United States,98144,33175
2979,Milford,Clermont,Ohio,OH,United States,45150,33169
2980,Beachwood,Cuyahoga,Ohio,OH,United States,32503,33163
2981,Pensacola,Escambia,Florida,FL,United States,44122,33163
2982,Hoffman Estates,Cook,Illinois,IL,United States,60169,33162
2983,Culver City,Los Angeles,California,CA,United States,90230,33135
2984,Inman,Spartanburg,South Carolina,SC,United States,29349,33134
2985,La Mesa,San Diego,California,CA,United States,91941,33126
2986,Littleton,Arapahoe,Colorado,CO,United States,29642,33120
2987,Easley,Anderson,South Carolina,SC,United States,80122,33120
2988,Garden City,Finney,Kansas,KS,United States,67846,33098
2989,El Paso,El Paso,Texas,TX,United States,79904,33084
2990,Eastlake,Lake,Ohio,OH,United States,44095,33075
2991,Brick,Ocean,New Jersey,NJ,United States,08723,33059
2992,Plattsburgh,Clinton,New York,NY,United States,12901,33048
2993,Valencia,Los Angeles,California,CA,United States,91354,33039
2994,Immokalee,Collier,Florida,FL,United States,34142,33029
2995,Denver,Jefferson,Colorado,CO,United States,80226,33022
2996,Southington,Hartford,Connecticut,CT,United States,06489,33020
2997,Winter Haven,Polk,Florida,FL,United States,33884,33008
2998,West Bloomfield,Oakland,Michigan,MI,United States,48322,32997
2999,North Augusta,Aiken,South Carolina,SC,United States,29841,32989
3000,Fair Lawn,Bergen,New Jersey,NJ,United States,07410,32986
3001,Goshen,Elkhart,Indiana,IN,United States,46526,32970
3002,Sherman Oaks,Los Angeles,California,CA,United States,33702,32968
3003,Saint Petersburg,Pinellas,Florida,FL,United States,91423,32968
3004,Evansville,Vanderburgh,Indiana,IN,United States,47711,32961
3005,Minneapolis,Hennepin,Minnesota,MN,United States,55416,32956
3006,Billerica,Middlesex,Massachusetts,MA,United States,01821,32936
3007,Bethlehem,Northampton,Pennsylvania,PA,United States,18015,32936
3008,Chippewa Falls,Chippewa,Wisconsin,WI,United States,54729,32927
3009,Pearl,Rankin,Mississippi,MS,United States,39208,32926
3010,Slidell,St. Tammany,Louisiana,LA,United States,70461,32900
3011,Camas,Clark,Washington,WA,United States,98607,32897
3012,Hollywood,Broward,Florida,FL,United States,33026,32882
3013,Yabucoa,Yabucoa,Puerto Rico,PR,United States,00767,32867
3014,Bowling Green,Wood,Ohio,OH,United States,43402,32864
3015,Marquette,Marquette,Michigan,MI,United States,49855,32863
3016,Myrtle Beach,Horry,South Carolina,SC,United States,29577,32858
3017,Lake Worth Beach,Palm Beach,Florida,FL,United States,33460,32848
3018,Pueblo,Pueblo,Colorado,CO,United States,81007,32842
3019,Mercedes,Hidalgo,Texas,TX,United States,78570,32841
3020,Galesburg,Knox,Illinois,IL,United States,61401,32831
3021,Baltimore,Baltimore,Maryland,MD,United States,21217,32830
3022,Houston,Harris,Texas,TX,United States,77079,32826
3023,Dallas,Dallas,Texas,TX,United States,75232,32823
3024,Portland,Multnomah,Oregon,OR,United States,23503,32815
3025,Norfolk,Norfolk,Virginia,VA,United States,97213,32815
3026,Las Vegas,Clark,Nevada,NV,United States,89142,32813
3027,Toledo,Lucas,Ohio,OH,United States,43613,32811
3028,Columbus,Franklin,Ohio,OH,United States,43213,32807
3029,Marietta,Cobb,Georgia,GA,United States,30068,32798
3030,Elk Grove Village,Cook,Illinois,IL,United States,60007,32792
3031,Ozark,Christian,Missouri,MO,United States,65721,32788
3032,Rosedale,Queens,New York,NY,United States,11422,32786
3033,Trabuco Canyon,Orange,California,CA,United States,92679,32784
3034,Decatur,DeKalb,Georgia,GA,United States,30033,32782
3035,Manchester,Hillsborough,New Hampshire,NH,United States,03104,32776
3036,San Jose,Santa Clara,California,CA,United States,95118,32768
3037,Sarasota,Sarasota,Florida,FL,United States,34231,32762
3038,Louisville,Boulder,Colorado,CO,United States,80027,32755
3039,San Diego,San Diego,California,CA,United States,92124,32754
3040,Spokane,Spokane,Washington,WA,United States,99223,32750
3041,Algonquin,McHenry,Illinois,IL,United States,60102,32749
3042,Houston,Harris,Texas,TX,United States,77047,32747
3043,Deer Park,Harris,Texas,TX,United States,77536,32745
3044,Gilbert,Maricopa,Arizona,AZ,United States,85298,32742
3045,Salem,Marion,Oregon,OR,United States,97306,32741
3046,Dallas,Dallas,Texas,TX,United States,75229,32739
3047,Carolina,Carolina,Puerto Rico,PR,United States,00983,32735
3048,Opa Locka,Miami-Dade,Florida,FL,United States,33054,32735
3049,Mcminnville,Warren,Tennessee,TN,United States,37110,32731
3050,Indianapolis,Marion,Indiana,IN,United States,46235,32729
3051,Waldorf,Charles,Maryland,MD,United States,20603,32726
3052,Randallstown,Baltimore,Maryland,MD,United States,21133,32714
3053,Mill Valley,Marin,California,CA,United States,94941,32707
3054,Gilbert,Maricopa,Arizona,AZ,United States,85297,32706
3055,Torrance,Los Angeles,California,CA,United States,90504,32703
3056,Long Beach,Los Angeles,California,CA,United States,90807,32699
3057,Monterey,Monterey,California,CA,United States,93940,32699
3058,Corona,Riverside,California,CA,United States,92881,32694
3059,Midland,Midland,Texas,TX,United States,79701,32692
3060,Coventry,Kent,Rhode Island,RI,United States,02816,32683
3061,Jackson,Hinds,Mississippi,MS,United States,39212,32680
3062,West Monroe,Ouachita,Louisiana,LA,United States,71291,32670
3063,Lancaster,Erie,New York,NY,United States,14086,32653
3064,Gainesville,Hall,Georgia,GA,United States,30501,32652
3065,Santa Barbara,Santa Barbara,California,CA,United States,93101,32650
3066,Whittier,Los Angeles,California,CA,United States,90606,32631
3067,Barstow,San Bernardino,California,CA,United States,92311,32619
3068,West Palm Beach,Palm Beach,Florida,FL,United States,33409,32607
3069,Ashland,Ashland,Ohio,OH,United States,44805,32600
3070,Woodstock,McHenry,Illinois,IL,United States,60098,32599
3071,Tracy,San Joaquin,California,CA,United States,95377,32599
3072,Madison,Dane,Wisconsin,WI,United States,53719,32594
3073,Evanston,Cook,Illinois,IL,United States,60202,32593
3074,Wayne,Chester,Pennsylvania,PA,United States,19087,32592
3075,Fort Lauderdale,Broward,Florida,FL,United States,33326,32586
3076,Modesto,Stanislaus,California,CA,United States,95358,32583
3077,Collinsville,Madison,Illinois,IL,United States,62234,32579
3078,Wadsworth,Medina,Ohio,OH,United States,44281,32569
3079,Clearwater,Pinellas,Florida,FL,United States,33756,32554
3080,Tallahassee,Leon,Florida,FL,United States,32301,32552
3081,Hayward,Alameda,California,CA,United States,94545,32552
3082,Bellevue,Sarpy,Nebraska,NE,United States,68123,32542
3083,West Des Moines,Polk,Iowa,IA,United States,50265,32539
3084,Long Island City,Queens,New York,NY,United States,11101,32537
3085,Hyattsville,Prince George's,Maryland,MD,United States,20782,32527
3086,Arcadia,Los Angeles,California,CA,United States,91006,32526
3087,Dayton,Montgomery,Ohio,OH,United States,45458,32515
3088,Englewood,Arapahoe,Colorado,CO,United States,80111,32495
3089,Tucson,Pima,Arizona,AZ,United States,85712,32494
3090,Paterson,Passaic,New Jersey,NJ,United States,07501,32484
3091,Miami,Miami-Dade,Florida,FL,United States,33173,32469
3092,Aberdeen,Brown,South Dakota,SD,United States,57401,32468
3093,Jacksonville,Duval,Florida,FL,United States,32277,32446
3094,Longview,Gregg,Texas,TX,United States,75605,32438
3095,Utica,Oneida,New York,NY,United States,13502,32437
3096,Salem,Polk,Oregon,OR,United States,97304,32435
3097,Redlands,San Bernardino,California,CA,United States,92373,32433
3098,Castle Rock,Douglas,Colorado,CO,United States,80104,32427
3099,Modesto,Stanislaus,California,CA,United States,95356,32387
3100,Topeka,Shawnee,Kansas,KS,United States,66614,32386
3101,Tallahassee,Leon,Florida,FL,United States,32312,32380
3102,Grand Haven,Ottawa,Michigan,MI,United States,48640,32374
3103,Midland,Midland,Michigan,MI,United States,49417,32374
3104,Corozal,Corozal,Puerto Rico,PR,United States,00783,32372
3105,Orangevale,Sacramento,California,CA,United States,95662,32363
3106,San Diego,San Diego,California,CA,United States,92116,32361
3107,Indio,Riverside,California,CA,United States,34667,32360
3108,Hudson,Pasco,Florida,FL,United States,92203,32360
3109,Conyers,Rockdale,Georgia,GA,United States,30094,32359
3110,Puyallup,Pierce,Washington,WA,United States,42071,32349
3111,Murray,Calloway,Kentucky,KY,United States,98375,32349
3112,Milton,Santa Rosa,Florida,FL,United States,32570,32341
3113,Stillwater,Payne,Oklahoma,OK,United States,74074,32339
3114,Alexandria,Fairfax,Virginia,VA,United States,22310,32329
3115,Elizabeth,Union,New Jersey,NJ,United States,07208,32319
3116,Philadelphia,Philadelphia,Pennsylvania,PA,United States,19151,32306
3117,Decatur,Morgan,Alabama,AL,United States,35601,32299
3118,Indianapolis,Marion,Indiana,IN,United States,46241,32297
3119,Williston,Williams,North Dakota,ND,United States,58801,32297
3120,Albany,Dougherty,Georgia,GA,United States,31705,32290
3121,Littleton,Douglas,Colorado,CO,United States,80129,32286
3122,Minneapolis,Hennepin,Minnesota,MN,United States,55408,32276
3123,Minneapolis,Hennepin,Minnesota,MN,United States,55428,32251
3124,Springfield,Clark,Ohio,OH,United States,45503,32250
3125,Richland,Benton,Washington,WA,United States,99352,32246
3126,Long Beach,Los Angeles,California,CA,United States,90803,32241
3127,Chicago,Cook,Illinois,IL,United States,60612,32240
3128,Haltom City,Tarrant,Texas,TX,United States,48917,32191
3129,Lansing,Eaton,Michigan,MI,United States,76117,32191
3130,Davenport,Polk,Florida,FL,United States,33837,32185
3131,Laurel,Prince George's,Maryland,MD,United States,20707,32184
3132,Cape Coral,Lee,Florida,FL,United States,33909,32183
3133,Lakewood,Pierce,Washington,WA,United States,98499,32174
3134,Hudson,St. Croix,Wisconsin,WI,United States,54016,32171
3135,Billings,Yellowstone,Montana,MT,United States,59105,32168
3136,Helena,Lewis and Clark,Montana,MT,United States,59601,32165
3137,Greenwood,Johnson,Indiana,IN,United States,46142,32162
3138,Atlanta,Fulton,Georgia,GA,United States,30344,32155
3139,Westlake,Cuyahoga,Ohio,OH,United States,44145,32154
3140,New Berlin,Waukesha,Wisconsin,WI,United States,53151,32154
3141,Eastpointe,Macomb,Michigan,MI,United States,48021,32149
3142,Raleigh,Wake,North Carolina,NC,United States,27614,32144
3143,Sevierville,Sevier,Tennessee,TN,United States,37876,32142
3144,Tulsa,Tulsa,Oklahoma,OK,United States,74136,32139
3145,Suffolk,Suffolk,Virginia,VA,United States,23435,32137
3146,Miami,Miami-Dade,Florida,FL,United States,33180,32136
3147,Bristow,Prince William,Virginia,VA,United States,20136,32135
3148,Atlanta,DeKalb,Georgia,GA,United States,30341,32134
3149,Minot,Ward,North Dakota,ND,United States,58701,32112
3150,Fresno,Fresno,California,CA,United States,93703,32102
3151,Woodridge,DuPage,Illinois,IL,United States,60517,32099
3152,San Jose,Santa Clara,California,CA,United States,44512,32096
3153,Youngstown,Mahoning,Ohio,OH,United States,95131,32096
3154,Columbus,Muscogee,Georgia,GA,United States,31904,32087
3155,Saint Petersburg,Pinellas,Florida,FL,United States,33713,32084
3156,Hartsville,Darlington,South Carolina,SC,United States,29550,32083
3157,Kennewick,Benton,Washington,WA,United States,99337,32080
3158,Elkhart,Elkhart,Indiana,IN,United States,46516,32078
3159,San Jacinto,Riverside,California,CA,United States,92583,32077
3160,Channelview,Harris,Texas,TX,United States,77530,32070
3161,Irvine,Orange,California,CA,United States,92612,32069
3162,Pueblo,Pueblo,Colorado,CO,United States,81005,32062
3163,Miami,Miami-Dade,Florida,FL,United States,33143,32055
3164,Dover,Strafford,New Hampshire,NH,United States,03820,32046
3165,Poulsbo,Kitsap,Washington,WA,United States,98370,32044
3166,Galt,Sacramento,California,CA,United States,95632,32039
3167,Dallas,Dallas,Texas,TX,United States,75204,32032
3168,Killeen,Bell,Texas,TX,United States,76543,32031
3169,New Orleans,Orleans,Louisiana,LA,United States,70126,32024
3170,Omaha,Douglas,Nebraska,NE,United States,68116,32018
3171,Maryville,Blount,Tennessee,TN,United States,37803,32016
3172,Franklin,Warren,Ohio,OH,United States,45005,32011
3173,Mchenry,McHenry,Illinois,IL,United States,60050,32000
3174,Mountain View,Santa Clara,California,CA,United States,94043,31999
3175,Muncie,Delaware,Indiana,IN,United States,47304,31992
3176,Batavia,Clermont,Ohio,OH,United States,45103,31976
3177,Pittsford,Monroe,New York,NY,United States,14534,31975
3178,Tacoma,Pierce,Washington,WA,United States,98445,31973
3179,Dinuba,Tulare,California,CA,United States,93618,31971
3180,Sylvania,Lucas,Ohio,OH,United States,43560,31967
3181,Des Moines,Polk,Iowa,IA,United States,50310,31965
3182,Charlotte,Mecklenburg,North Carolina,NC,United States,28217,31951
3183,Cave Creek,Maricopa,Arizona,AZ,United States,85331,31947
3184,Garfield,Bergen,New Jersey,NJ,United States,07026,31935
3185,Birmingham,Shelby,Alabama,AL,United States,35244,31935
3186,Simpsonville,Greenville,South Carolina,SC,United States,29680,31913
3187,Los Angeles,Los Angeles,California,CA,United States,90008,31900
3188,Springfield,Fairfax,Virginia,VA,United States,22153,31897
3189,North Richland Hills,Tarrant,Texas,TX,United States,74464,31889
3190,Tahlequah,Cherokee,Oklahoma,OK,United States,76182,31889
3191,Akron,Summit,Ohio,OH,United States,06811,31887
3192,Danbury,Fairfield,Connecticut,CT,United States,44312,31887
3193,Panama City,Bay,Florida,FL,United States,32405,31875
3194,Bradenton,Manatee,Florida,FL,United States,34205,31871
3195,Waco,McLennan,Texas,TX,United States,76705,31868
3196,Phoenix,Maricopa,Arizona,AZ,United States,85050,31864
3197,Willingboro,Burlington,New Jersey,NJ,United States,08046,31857
3198,Decatur,DeKalb,Georgia,GA,United States,30030,31856
3199,Austin,Travis,Texas,TX,United States,78727,31856
3200,Roseville,Placer,California,CA,United States,95661,31851
3201,Ossining,Westchester,New York,NY,United States,10562,31847
3202,Southlake,Tarrant,Texas,TX,United States,76092,31837
3203,Lake Charles,Calcasieu,Louisiana,LA,United States,70601,31831
3204,Saint Cloud,Osceola,Florida,FL,United States,34772,31830
3205,Savage,Scott,Minnesota,MN,United States,55378,31829
3206,Atlanta,Fulton,Georgia,GA,United States,30342,31828
3207,Altoona,Blair,Pennsylvania,PA,United States,16601,31825
3208,Brockton,Plymouth,Massachusetts,MA,United States,02302,31820
3209,Lawrence,Douglas,Kansas,KS,United States,66049,31820
3210,Lawrence Township,Mercer,New Jersey,NJ,United States,08648,31819
3211,Vancouver,Clark,Washington,WA,United States,98684,31805
3212,Matthews,Union,North Carolina,NC,United States,28104,31803
3213,Waynesboro,Augusta,Virginia,VA,United States,22980,31800
3214,North Olmsted,Cuyahoga,Ohio,OH,United States,44070,31794
3215,Richmond,Chesterfield,Virginia,VA,United States,23235,31778
3216,Davison,Genesee,Michigan,MI,United States,48423,31766
3217,Roseburg,Douglas,Oregon,OR,United States,97471,31762
3218,O'Fallon,St. Clair,Illinois,IL,United States,62269,31755
3219,Little Rock,Pulaski,Arkansas,AR,United States,72209,31748
3220,Great Falls,Cascade,Montana,MT,United States,59405,31745
3221,Quincy,Adams,Illinois,IL,United States,62301,31744
3222,Palm Bay,Brevard,Florida,FL,United States,32909,31734
3223,Arcadia,DeSoto,Florida,FL,United States,34266,31733
3224,Ventura,Ventura,California,CA,United States,93001,31729
3225,Mount Vernon,Skagit,Washington,WA,United States,98273,31725
3226,College Park,Prince George's,Maryland,MD,United States,20740,31723
3227,Vicksburg,Warren,Mississippi,MS,United States,39180,31720
3228,Ukiah,Mendocino,California,CA,United States,95482,31714
3229,Arlington,Tarrant,Texas,TX,United States,76016,31705
3230,Germantown,Montgomery,Maryland,MD,United States,20876,31703
3231,San Jose,Santa Clara,California,CA,United States,95117,31702
3232,Sarasota,Manatee,Florida,FL,United States,34243,31700
3233,Beckley,Raleigh,West Virginia,WV,United States,25801,31694
3234,Mebane,Alamance,North Carolina,NC,United States,27302,31693
3235,Marion,McDowell,North Carolina,NC,United States,28752,31690
3236,Minneapolis,Hennepin,Minnesota,MN,United States,55411,31685
3237,Abingdon,Harford,Maryland,MD,United States,21009,31683
3238,Franklin,Williamson,Tennessee,TN,United States,37067,31681
3239,Vancouver,Clark,Washington,WA,United States,98683,31676
3240,Green Bay,Brown,Wisconsin,WI,United States,54302,31670
3241,La Crescenta,Los Angeles,California,CA,United States,91214,31668
3242,San Diego,San Diego,California,CA,United States,92107,31667
3243,Philadelphia,Philadelphia,Pennsylvania,PA,United States,19121,31664
3244,Honolulu,Honolulu,Hawaii,HI,United States,96826,31653
3245,Valdosta,Lowndes,Georgia,GA,United States,31601,31652
3246,Colorado Springs,El Paso,Colorado,CO,United States,80917,31648
3247,Miami,Miami-Dade,Florida,FL,United States,33150,31637
3248,East Wenatchee,Douglas,Washington,WA,United States,98802,31626
3249,Colorado Springs,El Paso,Colorado,CO,United States,80910,31619
3250,Glenside,Montgomery,Pennsylvania,PA,United States,19038,31615
3251,Happy Valley,Clackamas,Oregon,OR,United States,97086,31609
3252,Lebanon,Lebanon,Pennsylvania,PA,United States,17046,31587
3253,Cleveland,Cuyahoga,Ohio,OH,United States,44121,31586
3254,San Francisco,San Francisco,California,CA,United States,94103,31585
3255,New York,New York,New York,NY,United States,10022,31574
3256,Emeryville,Alameda,California,CA,United States,23233,31572
3257,Henrico,Henrico,Virginia,VA,United States,94608,31572
3258,Oak Park,Cook,Illinois,IL,United States,60302,31568
3259,Lowell,Middlesex,Massachusetts,MA,United States,01851,31558
3260,Macomb,Macomb,Michigan,MI,United States,48042,31558
3261,Oakland,Alameda,California,CA,United States,94610,31553
3262,Knoxville,Knox,Tennessee,TN,United States,37923,31548
3263,Stafford,Stafford,Virginia,VA,United States,22556,31545
3264,Ruston,Lincoln,Louisiana,LA,United States,71270,31545
3265,Lafayette,Lafayette,Louisiana,LA,United States,70503,31542
3266,Granger,St. Joseph,Indiana,IN,United States,46530,31539
3267,Houston,Fort Bend,Texas,TX,United States,77053,31521
3268,Rockville,Montgomery,Maryland,MD,United States,20853,31510
3269,Charlotte,Mecklenburg,North Carolina,NC,United States,23116,31510
3270,Mechanicsville,Hanover,Virginia,VA,United States,28211,31510
3271,Decatur,Morgan,Alabama,AL,United States,35603,31509
3272,Kansas City,Wyandotte,Kansas,KS,United States,66102,31503
3273,Houma,Terrebonne,Louisiana,LA,United States,70364,31491
3274,Sand Springs,Tulsa,Oklahoma,OK,United States,74063,31487
3275,Milwaukee,Milwaukee,Wisconsin,WI,United States,53216,31476
3276,Glasgow,Barren,Kentucky,KY,United States,42141,31455
3277,Philadelphia,Philadelphia,Pennsylvania,PA,United States,19114,31448
3278,Richmond,Contra Costa,California,CA,United States,94801,31443
3279,Saratoga,Santa Clara,California,CA,United States,95070,31442
3280,San Angelo,Tom Green,Texas,TX,United States,76903,31429
3281,Conyers,Rockdale,Georgia,GA,United States,30012,31427
3282,Fountain,El Paso,Colorado,CO,United States,80817,31426
3283,Yakima,Yakima,Washington,WA,United States,98901,31425
3284,Warren,Macomb,Michigan,MI,United States,48089,31411
3285,New Castle,Lawrence,Pennsylvania,PA,United States,16101,31405
3286,Columbus,Franklin,Ohio,OH,United States,43219,31404
3287,Huntsville,Walker,Texas,TX,United States,77340,31404
3288,Matawan,Middlesex,New Jersey,NJ,United States,07747,31402
3289,Naugatuck,New Haven,Connecticut,CT,United States,06770,31396
3290,Skokie,Cook,Illinois,IL,United States,60076,31393
3291,Oklahoma City,Oklahoma,Oklahoma,OK,United States,73119,31392
3292,Dracut,Middlesex,Massachusetts,MA,United States,01826,31389
3293,Carolina,Carolina,Puerto Rico,PR,United States,00985,31388
3294,Cape Coral,Lee,Florida,FL,United States,33904,31388
3295,Los Angeles,Los Angeles,California,CA,United States,90028,31385
3296,Phoenix,Maricopa,Arizona,AZ,United States,85053,31381
3297,Mount Airy,Frederick,Maryland,MD,United States,21771,31366
3298,Trenton,Mercer,New Jersey,NJ,United States,08610,31363
3299,Naples,Collier,Florida,FL,United States,34119,31355
3300,San Luis,Yuma,Arizona,AZ,United States,46239,31340
3301,Indianapolis,Marion,Indiana,IN,United States,85349,31340
3302,Frankfort,Will,Illinois,IL,United States,60423,31328
3303,Ada,Pontotoc,Oklahoma,OK,United States,74820,31293
3304,Gainesville,Hall,Georgia,GA,United States,30507,31290
3305,Ventura,Ventura,California,CA,United States,93004,31283
3306,Providence,Providence,Rhode Island,RI,United States,02907,31277
3307,Omaha,Douglas,Nebraska,NE,United States,68134,31274
3308,Ocala,Marion,Florida,FL,United States,34472,31271
3309,Minneapolis,Anoka,Minnesota,MN,United States,55434,31267
3310,North Andover,Essex,Massachusetts,MA,United States,01845,31262
3311,Danville,Pittsylvania,Virginia,VA,United States,24540,31257
3312,Garland,Dallas,Texas,TX,United States,75041,31250
3313,San Ysidro,San Diego,California,CA,United States,92173,31248
3314,Harker Heights,Bell,Texas,TX,United States,76548,31247
3315,Ames,Story,Iowa,IA,United States,50014,31246
3316,Bethlehem,Lehigh,Pennsylvania,PA,United States,18018,31240
3317,Ashtabula,Ashtabula,Ohio,OH,United States,44004,31234
3318,Indianapolis,Marion,Indiana,IN,United States,46201,31233
3319,Cranberry Township,Butler,Pennsylvania,PA,United States,16066,31231
3320,Lagrange,Troup,Georgia,GA,United States,30240,31223
3321,Annapolis,Anne Arundel,Maryland,MD,United States,21403,31218
3322,Ogden,Weber,Utah,UT,United States,84414,31210
3323,Cleveland,Bradley,Tennessee,TN,United States,37323,31202
3324,Magnolia,Montgomery,Texas,TX,United States,77355,31201
3325,Saratoga Springs,Utah,Utah,UT,United States,84045,31199
3326,Greenville,Greenville,South Carolina,SC,United States,29611,31180
3327,Mishawaka,St. Joseph,Indiana,IN,United States,46544,31178
3328,Ambler,Montgomery,Pennsylvania,PA,United States,19002,31166
3329,Ozone Park,Queens,New York,NY,United States,11417,31156
3330,Saint Louis,St. Louis,Missouri,MO,United States,63146,31148
3331,Burbank,Los Angeles,California,CA,United States,27534,31139
3332,Goldsboro,Wayne,North Carolina,NC,United States,91505,31139
3333,Wichita,Sedgwick,Kansas,KS,United States,37072,31134
3334,Goodlettsville,Davidson,Tennessee,TN,United States,67217,31134
3335,Aliquippa,Beaver,Pennsylvania,PA,United States,15001,31129
3336,Martinsville,Morgan,Indiana,IN,United States,46151,31129
3337,Canon City,Fremont,Colorado,CO,United States,81212,31129
3338,Greenville,Greenville,South Carolina,SC,United States,29609,31127
3339,West Palm Beach,Palm Beach,Florida,FL,United States,33407,31124
3340,Lebanon,Linn,Oregon,OR,United States,97355,31118
3341,Yonkers,Westchester,New York,NY,United States,10704,31110
3342,Rosedale,Baltimore,Maryland,MD,United States,21237,31105
3343,Fairfax,Fairfax,Virginia,VA,United States,22032,31103
3344,Dothan,Houston,Alabama,AL,United States,36303,31096
3345,Sanford,Seminole,Florida,FL,United States,32773,31090
3346,Hobart,Lake,Indiana,IN,United States,46342,31080
3347,Sacramento,Sacramento,California,CA,United States,95834,31077
3348,Camuy,Camuy,Puerto Rico,PR,United States,00627,31066
3349,Erie,Weld,Colorado,CO,United States,80516,31063
3350,Macon,Bibb,Georgia,GA,United States,31204,31055
3351,Graham,Alamance,North Carolina,NC,United States,27253,31046
3352,Texas City,Galveston,Texas,TX,United States,17022,31045
3353,Elizabethtown,Lancaster,Pennsylvania,PA,United States,77590,31045
3354,Apache Junction,Pinal,Arizona,AZ,United States,85120,31042
3355,Valley Village,Los Angeles,California,CA,United States,91607,31039
3356,Woodburn,Marion,Oregon,OR,United States,97071,31034
3357,Delray Beach,Palm Beach,Florida,FL,United States,33445,31025
3358,Canoga Park,Los Angeles,California,CA,United States,91303,31024
3359,Spokane,Spokane,Washington,WA,United States,99207,31020
3360,Seattle,King,Washington,WA,United States,98109,31011
3361,Kansas City,Platte,Missouri,MO,United States,64152,31010
3362,Red Bluff,Tehama,California,CA,United States,96080,31009
3363,Valrico,Hillsborough,Florida,FL,United States,33596,31000
3364,New York,New York,New York,NY,United States,10030,30996
3365,Northridge,Los Angeles,California,CA,United States,91324,30995
3366,Schenectady,Schenectady,New York,NY,United States,12309,30992
3367,Fort Lauderdale,Broward,Florida,FL,United States,33325,30985
3368,Urbandale,Polk,Iowa,IA,United States,50322,30980
3369,Minneapolis,Hennepin,Minnesota,MN,United States,16823,30978
3370,Bellefonte,Centre,Pennsylvania,PA,United States,55443,30978
3371,Saint Paul,Dakota,Minnesota,MN,United States,55122,30976
3372,Tewksbury,Middlesex,Massachusetts,MA,United States,01876,30973
3373,San Angelo,Tom Green,Texas,TX,United States,76901,30972
3374,East Northport,Suffolk,New York,NY,United States,11731,30951
3375,Chicago,Cook,Illinois,IL,United States,60605,30950
3376,Nashville,Davidson,Tennessee,TN,United States,37217,30947
3377,Chambersburg,Franklin,Pennsylvania,PA,United States,17202,30942
3378,Champaign,Champaign,Illinois,IL,United States,61821,30937
3379,Alton,Madison,Illinois,IL,United States,62002,30937
3380,Romulus,Wayne,Michigan,MI,United States,48174,30933
3381,Colorado Springs,El Paso,Colorado,CO,United States,80923,30932
3382,Fort Worth,Tarrant,Texas,TX,United States,76140,30930
3383,Chevy Chase,Montgomery,Maryland,MD,United States,20815,30908
3384,Seymour,Jackson,Indiana,IN,United States,47274,30891
3385,Flint,Genesee,Michigan,MI,United States,48507,30884
3386,Dallas,Dallas,Texas,TX,United States,75241,30863
3387,Urbana,Champaign,Illinois,IL,United States,61801,30855
3388,Tucson,Pima,Arizona,AZ,United States,85716,30850
3389,Dawsonville,Dawson,Georgia,GA,United States,30534,30848
3390,Royse City,Rockwall,Texas,TX,United States,75189,30842
3391,Albany,Albany,New York,NY,United States,12203,30837
3392,Norfolk,Norfolk,Virginia,VA,United States,23513,30836
3393,Olympia,Thurston,Washington,WA,United States,98512,30833
3394,Hammond,Tangipahoa,Louisiana,LA,United States,70403,30825
3395,Lafayette,Boulder,Colorado,CO,United States,80026,30817
3396,Stanton,Orange,California,CA,United States,90680,30807
3397,Bakersfield,Kern,California,CA,United States,93314,30805
3398,Monroe,Snohomish,Washington,WA,United States,98272,30801
3399,Reedley,Fresno,California,CA,United States,93654,30798
3400,Saint Charles,Kane,Illinois,IL,United States,60174,30796
3401,Miami,Miami-Dade,Florida,FL,United States,33127,30795
3402,Zionsville,Boone,Indiana,IN,United States,46077,30795
3403,Pine Bluff,Jefferson,Arkansas,AR,United States,71603,30791
